run_spec_id,cohort,task_id,graph_id,edge_count,experiment_seed,initial_state,final_state,initial_correct,final_correct,paired_delta,model_calls,backend_calls,input_tokens,output_tokens,private_output_tokens,public_output_tokens,private_length_turns,private_parsed_turns,summary_answer_mismatch_turns,length_turns,unparsed_turns,audit_turns,summarization_turns,message_compression_turns,context_overflow_turns,context_truncation_turns,raw_broadcast_mismatch_messages,serial_generation_latency_seconds,external_round_zero_rate,difficulty_band
run-spec-f0a01b80f0568b93ad7a,full_rationale,2026_AIME_I_P07,g-n5-m12-aa67d00fd87be761,12,0,C,C,1,1,0,15,15,89793,32345,0,0,0,0,0,0,0,15,0,0,0,0,0,637.394263420254,0.9,ceiling
run-spec-66d5429258c513e68005,full_rationale,2026_AIME_I_P07,g-n5-m12-245b8a7d712cb4a0,12,0,C,C,1,1,0,15,15,79929,30079,0,0,0,0,0,0,0,15,0,0,0,0,0,586.8468804098666,0.9,ceiling
run-spec-413e70ff1be31bf19d34,full_rationale,2026_AIME_I_P08,g-n5-m4-020c02ee23fd10e6,4,0,C,C,1,1,0,14,14,54116,35531,0,0,0,0,0,0,0,14,0,0,0,0,0,694.5818356871605,1.0,ceiling
run-spec-9b175e788eabdc40cbe7,full_rationale,2026_AIME_I_P08,g-n5-m4-8ace11eb98f60ea5,4,0,C,C,1,1,0,13,13,43651,29917,0,0,0,0,0,0,0,13,0,0,0,0,0,587.8702751137316,1.0,ceiling
run-spec-bfd67eebd1d0d3b7f46a,full_rationale,2026_AIME_I_P08,g-n5-m4-e6b58e28f5d141e8,4,0,C,C,1,1,0,12,12,43545,32536,0,0,0,0,0,0,0,12,0,0,0,0,0,636.3559434898198,1.0,ceiling
run-spec-a74b1c816ade572949cc,full_rationale,2026_AIME_I_P08,g-n5-m8-d7ed48430d5f1b67,8,0,C,C,1,1,0,14,14,61119,30725,0,0,0,0,0,0,0,14,0,0,0,0,0,602.2502499446273,1.0,ceiling
run-spec-da2cb41a76e25e7be066,full_rationale,2026_AIME_I_P08,g-n5-m8-7f3a9ce5d54de331,8,0,C,C,1,1,0,13,13,54183,28213,0,0,0,0,0,0,0,13,0,0,0,0,0,556.7615617774427,1.0,ceiling
run-spec-e3e3df1cd83d1628f792,full_rationale,2026_AIME_I_P08,g-n5-m8-9970b4b974e58087,8,0,C,C,1,1,0,12,12,47488,28702,0,0,0,0,0,0,0,12,0,0,0,0,0,566.3512353599072,1.0,ceiling
run-spec-f4e2cb832001f3ca8dbb,full_rationale,2026_AIME_I_P08,g-n5-m12-e751609d27011f71,12,0,C,C,1,1,0,15,15,87118,32662,0,0,0,0,0,0,0,15,0,0,0,0,0,641.8750562928617,1.0,ceiling
run-spec-80a69c025f2003b6e38e,full_rationale,2026_AIME_I_P08,g-n5-m12-b7994e50c3403f63,12,0,C,C,1,1,0,16,16,89656,33414,0,0,0,0,0,0,0,16,0,0,0,0,0,655.9145768396556,1.0,ceiling
run-spec-f0b007d3b3a569145fe4,full_rationale,2026_AIME_I_P08,g-n5-m12-c2d302af32c23635,12,0,C,C,1,1,0,15,15,87591,32709,0,0,0,0,0,0,0,15,0,0,0,0,0,637.6817455068231,1.0,ceiling
run-spec-64d7ec9685e8a9a8ec74,full_rationale,2026_AIME_I_P08,g-n5-m16-d8343258cfd33056,16,0,C,C,1,1,0,16,16,110540,34227,0,0,0,0,0,0,0,16,0,0,0,0,0,682.666757773608,1.0,ceiling
run-spec-b9f2ae860f5841a6397c,full_rationale,2026_AIME_I_P08,g-n5-m4-fc174fd4cac969a2,4,0,C,C,1,1,0,16,16,57424,35386,0,0,0,0,0,0,0,16,0,0,0,0,0,700.9274869970977,1.0,ceiling
run-spec-4bfda3718744a6a81d9f,full_rationale,2026_AIME_I_P08,g-n5-m4-c86f6be403cf7523,4,0,C,C,1,1,0,14,14,49457,32955,0,0,0,0,0,0,0,14,0,0,0,0,0,653.9621143378317,1.0,ceiling
run-spec-c16a7cbea71be8220a82,full_rationale,2026_AIME_I_P08,g-n5-m8-098c132ef3277e03,8,0,O,C,0,1,1,13,13,56275,30181,0,0,0,0,0,0,0,13,0,0,0,0,0,584.2086014449596,1.0,ceiling
run-spec-1f0d9ed5ab05c33c12b9,full_rationale,2026_AIME_I_P08,g-n5-m8-8cbea459f4a9f71d,8,0,C,C,1,1,0,14,14,69112,32570,0,0,0,0,0,0,0,14,0,0,0,0,0,623.4821905829012,1.0,ceiling
run-spec-6ac7928ab72a90540a6c,full_rationale,2026_AIME_I_P08,g-n5-m12-aa67d00fd87be761,12,0,C,C,1,1,0,15,15,83913,31049,0,0,0,0,0,0,0,15,0,0,0,0,0,598.3754567429423,1.0,ceiling
run-spec-1045e604d81fbf31714d,full_rationale,2026_AIME_I_P08,g-n5-m12-245b8a7d712cb4a0,12,0,C,C,1,1,0,15,15,83829,31115,0,0,0,0,0,0,0,15,0,0,0,0,0,599.470865264535,1.0,ceiling
run-spec-8cb1aeafa870618ad4be,full_rationale,2026_AIME_I_P09,g-n5-m4-020c02ee23fd10e6,4,0,O,O,0,0,0,14,14,80806,50031,0,0,0,0,0,0,0,14,0,0,0,0,0,970.7149989232421,0.1,floor
run-spec-ac4fffc2d8f52e3c4135,full_rationale,2026_AIME_I_P09,g-n5-m4-8ace11eb98f60ea5,4,0,O,O,0,0,0,13,13,93084,62807,0,0,0,0,0,0,0,13,0,0,0,0,0,1356.0446010157466,0.1,floor
run-spec-7311c497b080f378f5a5,full_rationale,2026_AIME_I_P09,g-n5-m4-e6b58e28f5d141e8,4,0,O,O,0,0,0,12,12,129393,83589,0,0,0,0,0,1,1,12,0,0,0,0,0,2197.3236986361444,0.1,floor
run-spec-2fe6d6077654af598d65,full_rationale,2026_AIME_I_P09,g-n5-m8-d7ed48430d5f1b67,8,0,O,C,0,1,1,14,14,146836,67891,0,0,0,0,0,0,0,14,0,0,0,0,0,1585.0992600508034,0.1,floor
run-spec-8b4256820e5266c82bb6,full_rationale,2026_AIME_I_P09,g-n5-m8-7f3a9ce5d54de331,8,0,O,C,0,1,1,13,13,119789,59599,0,0,0,0,0,0,0,13,0,0,0,0,0,1366.2895266637206,0.1,floor
run-spec-f65cc72b733ef833d411,full_rationale,2026_AIME_I_P09,g-n5-m8-9970b4b974e58087,8,0,O,O,0,0,0,12,12,102444,60998,0,0,0,0,0,0,0,12,0,0,0,0,0,1626.168803498149,0.1,floor
run-spec-c3b57fba67060a98f970,full_rationale,2026_AIME_I_P09,g-n5-m12-e751609d27011f71,12,0,U,C,0,1,1,15,15,277422,102671,0,0,0,0,0,3,3,15,0,0,0,0,0,3453.6011719219387,0.1,floor
run-spec-20b70e400f5f33a85445,full_rationale,2026_AIME_I_P09,g-n5-m12-b7994e50c3403f63,12,0,O,O,0,0,0,16,16,197760,73376,0,0,0,0,0,0,0,16,0,0,0,0,0,2223.3590211085975,0.1,floor
run-spec-cade55cb34a37e4d6440,full_rationale,2026_AIME_I_P09,g-n5-m12-c2d302af32c23635,12,0,O,O,0,0,0,15,15,332407,104400,0,0,0,0,0,3,3,15,0,0,0,0,0,3570.087401114404,0.1,floor
run-spec-ae1356919336344b0cb2,full_rationale,2026_AIME_I_P09,g-n5-m16-d8343258cfd33056,16,0,O,O,0,0,0,16,16,265284,74899,0,0,0,0,0,0,0,16,0,0,0,0,0,2424.5073794163764,0.1,floor
run-spec-f0e60ab355a00a2589ce,full_rationale,2026_AIME_I_P09,g-n5-m4-fc174fd4cac969a2,4,0,O,C,0,1,1,16,16,131469,81946,0,0,0,0,0,0,0,16,0,0,0,0,0,2756.9641735963523,0.1,floor
run-spec-53cc45720f91add00700,full_rationale,2026_AIME_I_P09,g-n5-m4-c86f6be403cf7523,4,0,O,O,0,0,0,14,14,109217,67349,0,0,0,0,0,0,0,14,0,0,0,0,0,2100.638008426875,0.1,floor
run-spec-65c63eec21291f819cbe,full_rationale,2026_AIME_I_P09,g-n5-m8-098c132ef3277e03,8,0,O,O,0,0,0,13,13,125606,65591,0,0,0,0,0,0,0,13,0,0,0,0,0,2549.769936349243,0.1,floor
run-spec-d651d4ed281f688fe14b,full_rationale,2026_AIME_I_P09,g-n5-m8-8cbea459f4a9f71d,8,0,O,O,0,0,0,14,14,138106,61241,0,0,0,0,0,0,0,14,0,0,0,0,0,2514.930025666952,0.1,floor
run-spec-30bb5bd5346af2dace08,full_rationale,2026_AIME_I_P09,g-n5-m12-aa67d00fd87be761,12,0,C,O,1,0,-1,15,15,185621,58996,0,0,0,0,0,0,0,15,0,0,0,0,0,2452.726545933634,0.1,floor
run-spec-d46f8bebd6e532a6ca4f,full_rationale,2026_AIME_I_P09,g-n5-m12-245b8a7d712cb4a0,12,0,O,O,0,0,0,15,15,216854,74935,0,0,0,0,0,0,0,15,0,0,0,0,0,2869.0302431099117,0.1,floor
run-spec-1b9b2f2fd8b4d5d35a1a,full_rationale,2026_AIME_I_P10,g-n5-m4-020c02ee23fd10e6,4,0,O,O,0,0,0,14,14,132534,90265,0,0,0,0,0,1,1,14,0,0,0,0,0,3247.8229476846755,0.0,floor
run-spec-703471f0093637bd0382,full_rationale,2026_AIME_I_P10,g-n5-m4-8ace11eb98f60ea5,4,0,O,O,0,0,0,13,13,116349,79613,0,0,0,0,0,0,0,13,0,0,0,0,0,2839.1872319057584,0.0,floor
run-spec-0387f8ec21644dea4aba,full_rationale,2026_AIME_I_P10,g-n5-m4-e6b58e28f5d141e8,4,0,O,O,0,0,0,12,12,90404,63851,0,0,0,0,0,0,0,12,0,0,0,0,0,2253.214008908719,0.0,floor
run-spec-7cc2f429d93edd42b9f9,full_rationale,2026_AIME_I_P10,g-n5-m8-d7ed48430d5f1b67,8,0,O,O,0,0,0,14,14,150617,71093,0,0,0,0,0,0,0,14,0,0,0,0,0,2456.580541163683,0.0,floor
run-spec-cafa431d3a5e72a95ab7,full_rationale,2026_AIME_I_P10,g-n5-m8-7f3a9ce5d54de331,8,0,O,O,0,0,0,13,13,143215,71979,0,0,0,0,0,0,0,13,0,0,0,0,0,2420.151133876294,0.0,floor
run-spec-008872168d9e1a13b635,full_rationale,2026_AIME_I_P10,g-n5-m8-9970b4b974e58087,8,0,O,O,0,0,0,12,12,123094,71954,0,0,0,0,0,0,0,12,0,0,0,0,0,2359.5021445266902,0.0,floor
run-spec-a9d499597692e8c041b2,full_rationale,2026_AIME_I_P10,g-n5-m12-e751609d27011f71,12,0,O,O,0,0,0,15,15,213764,75399,0,0,0,0,0,0,0,15,0,0,0,0,0,2354.569922797382,0.0,floor
run-spec-b3a8952735ca34479f59,full_rationale,2026_AIME_I_P10,g-n5-m12-b7994e50c3403f63,12,0,O,O,0,0,0,16,16,234808,86170,0,0,0,0,0,0,0,16,0,0,0,0,0,2505.004746004939,0.0,floor
run-spec-408f0df37b5346f06b07,full_rationale,2026_AIME_I_P10,g-n5-m12-c2d302af32c23635,12,0,O,O,0,0,0,15,15,215241,80290,0,0,0,0,0,0,0,15,0,0,0,0,0,2348.265218961984,0.0,floor
run-spec-d25ac0b143b57710ff8c,full_rationale,2026_AIME_I_P10,g-n5-m16-d8343258cfd33056,16,0,O,O,0,0,0,16,16,257379,88041,0,0,0,0,0,0,0,16,0,0,0,0,0,2554.513618528843,0.0,floor
run-spec-62f72512c1a4a061bcdd,full_rationale,2026_AIME_I_P10,g-n5-m4-fc174fd4cac969a2,4,0,O,O,0,0,0,16,16,146236,92592,0,0,0,0,0,0,0,16,0,0,0,0,0,2748.346838198602,0.0,floor
run-spec-ea1e9613f7fc34e3af91,full_rationale,2026_AIME_I_P10,g-n5-m4-c86f6be403cf7523,4,0,O,O,0,0,0,14,14,119689,76720,0,0,0,0,0,0,0,14,0,0,0,0,0,2316.8373661227524,0.0,floor
run-spec-24e8870e4c59a3a23797,full_rationale,2026_AIME_I_P10,g-n5-m8-098c132ef3277e03,8,0,O,O,0,0,0,13,13,144970,75191,0,0,0,0,0,0,0,13,0,0,0,0,0,2238.9201513044536,0.0,floor
run-spec-d7f468899b7c711bf339,full_rationale,2026_AIME_I_P10,g-n5-m8-8cbea459f4a9f71d,8,0,O,O,0,0,0,14,14,170628,78672,0,0,0,0,0,0,0,14,0,0,0,0,0,2276.783040802926,0.0,floor
run-spec-f5141f48a31bb849f5ec,full_rationale,2026_AIME_I_P10,g-n5-m12-aa67d00fd87be761,12,0,O,O,0,0,0,15,15,206471,73479,0,0,0,0,0,0,0,15,0,0,0,0,0,2145.286973565817,0.0,floor
run-spec-2d01fa371b5c0cd82a9e,full_rationale,2026_AIME_I_P10,g-n5-m12-245b8a7d712cb4a0,12,0,O,O,0,0,0,15,15,205693,75622,0,0,0,0,0,0,0,15,0,0,0,0,0,2147.4001230970025,0.0,floor
run-spec-f98429ff75fac27c2478,full_rationale,2026_AIME_I_P11,g-n5-m4-020c02ee23fd10e6,4,0,O,C,0,1,1,14,14,100549,60986,0,0,0,0,0,0,0,14,0,0,0,0,0,1777.9680610485375,0.4,informative
run-spec-9299639241671fdaaf11,full_rationale,2026_AIME_I_P11,g-n5-m4-8ace11eb98f60ea5,4,0,C,O,1,0,-1,13,13,86367,55551,0,0,0,0,0,0,0,13,0,0,0,0,0,1542.913658156991,0.4,informative
run-spec-3746b04d5b0653485528,full_rationale,2026_AIME_I_P11,g-n5-m4-e6b58e28f5d141e8,4,0,O,C,0,1,1,12,12,80285,54355,0,0,0,0,0,0,0,12,0,0,0,0,0,1498.7192531190813,0.4,informative
run-spec-dee6153cc5ab4fbd1c47,full_rationale,2026_AIME_I_P11,g-n5-m8-d7ed48430d5f1b67,8,0,C,C,1,1,0,14,14,115116,51344,0,0,0,0,0,0,0,14,0,0,0,0,0,1399.9835354313254,0.4,informative
run-spec-086169fe8e9307d27b53,full_rationale,2026_AIME_I_P11,g-n5-m8-7f3a9ce5d54de331,8,0,C,O,1,0,-1,13,13,120193,61772,0,0,0,0,0,0,0,13,0,0,0,0,0,1665.6813512705266,0.4,informative
run-spec-91ff4ff420f98acf1783,full_rationale,2026_AIME_I_P11,g-n5-m8-9970b4b974e58087,8,0,O,C,0,1,1,12,12,101053,56736,0,0,0,0,0,0,0,12,0,0,0,0,0,1511.9624024182558,0.4,informative
run-spec-b8d840b9f14b36cd0820,full_rationale,2026_AIME_I_P11,g-n5-m12-e751609d27011f71,12,0,O,C,0,1,1,15,15,202825,66509,0,0,0,0,0,0,0,15,0,0,0,0,0,1847.077569887042,0.4,informative
run-spec-0fb698dec55e2905049d,full_rationale,2026_AIME_I_P11,g-n5-m12-b7994e50c3403f63,12,0,C,C,1,1,0,16,16,211019,71903,0,0,0,0,0,0,0,16,0,0,0,0,0,2006.2940158471465,0.4,informative
run-spec-c767ba30ebc69f777a57,full_rationale,2026_AIME_I_P11,g-n5-m12-c2d302af32c23635,12,0,C,C,1,1,0,15,15,160725,54311,0,0,0,0,0,0,0,15,0,0,0,0,0,1526.7000243514776,0.4,informative
run-spec-78dfcf77f8d853d623b3,full_rationale,2026_AIME_I_P11,g-n5-m16-d8343258cfd33056,16,0,U,O,0,0,0,16,16,195230,62191,0,0,0,0,0,1,1,16,0,0,0,0,0,1751.5118637531996,0.4,informative
run-spec-267f2a09a724853f9594,full_rationale,2026_AIME_I_P11,g-n5-m4-fc174fd4cac969a2,4,0,O,C,0,1,1,16,16,113439,68088,0,0,0,0,0,0,0,16,0,0,0,0,0,1925.436781771481,0.4,informative
run-spec-6818b3112965a68e7b46,full_rationale,2026_AIME_I_P11,g-n5-m4-c86f6be403cf7523,4,0,C,C,1,1,0,14,14,96037,56266,0,0,0,0,0,0,0,14,0,0,0,0,0,1615.0735153257847,0.4,informative
run-spec-68766b190a41aee77afb,full_rationale,2026_AIME_I_P11,g-n5-m8-098c132ef3277e03,8,0,C,C,1,1,0,13,13,101093,50323,0,0,0,0,0,0,0,13,0,0,0,0,0,1467.8550856336951,0.4,informative
run-spec-bdcc00ad2abea86ab70c,full_rationale,2026_AIME_I_P11,g-n5-m8-8cbea459f4a9f71d,8,0,O,C,0,1,1,14,14,140283,59482,0,0,0,0,0,0,0,14,0,0,0,0,0,1719.5724611841142,0.4,informative
run-spec-260ee07d6ded7f745e47,full_rationale,2026_AIME_I_P11,g-n5-m12-aa67d00fd87be761,12,0,C,C,1,1,0,15,15,190071,65894,0,0,0,0,0,0,0,15,0,0,0,0,0,1923.6496025770903,0.4,informative
run-spec-0923df6fc3ea3445d375,full_rationale,2026_AIME_I_P11,g-n5-m12-245b8a7d712cb4a0,12,0,O,O,0,0,0,15,15,194789,68142,0,0,0,0,0,0,0,15,0,0,0,0,0,1934.6781167834997,0.4,informative
run-spec-c8fb3692c8737e663e35,full_rationale,2026_AIME_I_P12,g-n5-m4-020c02ee23fd10e6,4,0,C,C,1,1,0,14,14,74084,45392,0,0,0,0,0,0,0,14,0,0,0,0,0,1390.2651021257043,0.8,informative
run-spec-c6f9d4a918ea4530ddc2,full_rationale,2026_AIME_I_P12,g-n5-m4-8ace11eb98f60ea5,4,0,C,C,1,1,0,13,13,62298,41712,0,0,0,0,0,0,0,13,0,0,0,0,0,1314.0291471518576,0.8,informative
run-spec-a17046c59f4f55b700c7,full_rationale,2026_AIME_I_P12,g-n5-m4-e6b58e28f5d141e8,4,0,C,C,1,1,0,12,12,69173,49966,0,0,0,0,0,0,0,12,0,0,0,0,0,1315.196670781821,0.8,informative
run-spec-4a3c13ca7e3eeab4b919,full_rationale,2026_AIME_I_P12,g-n5-m8-d7ed48430d5f1b67,8,0,C,C,1,1,0,14,14,89340,48399,0,0,0,0,0,0,0,14,0,0,0,0,0,1265.336998987943,0.8,informative
run-spec-ff04ebad701936b41753,full_rationale,2026_AIME_I_P12,g-n5-m8-7f3a9ce5d54de331,8,0,C,C,1,1,0,13,13,97067,47248,0,0,0,0,0,0,0,13,0,0,0,0,0,1222.404495023191,0.8,informative
run-spec-ba3c03e04f37b8c54c4e,full_rationale,2026_AIME_I_P12,g-n5-m8-9970b4b974e58087,8,0,C,C,1,1,0,12,12,72737,48823,0,0,0,0,0,1,1,12,0,0,0,0,0,1268.872591547668,0.8,informative
run-spec-10dd560f6ff6aa0164f1,full_rationale,2026_AIME_I_P12,g-n5-m12-e751609d27011f71,12,0,C,C,1,1,0,15,15,249147,77857,0,0,0,0,0,2,2,15,0,0,0,0,0,2187.5191938467324,0.8,informative
run-spec-4d313e9f3064588d96ce,full_rationale,2026_AIME_I_P12,g-n5-m12-b7994e50c3403f63,12,0,C,O,1,0,-1,16,16,145623,53807,0,0,0,0,0,0,1,16,0,0,0,0,0,1454.1965098120272,0.8,informative
run-spec-c3be7848c7b3d4a022f7,full_rationale,2026_AIME_I_P12,g-n5-m12-c2d302af32c23635,12,0,C,C,1,1,0,15,15,127334,47621,0,0,0,0,0,0,0,15,0,0,0,0,0,1282.3393922634423,0.8,informative
run-spec-5888160ea60c1dfc1572,full_rationale,2026_AIME_I_P12,g-n5-m16-d8343258cfd33056,16,0,C,C,1,1,0,16,16,152164,42568,0,0,0,0,0,0,0,16,0,0,0,0,0,1113.993664097041,0.8,informative
run-spec-f9fbb36abcc22b621e33,full_rationale,2026_AIME_I_P12,g-n5-m4-fc174fd4cac969a2,4,0,C,C,1,1,0,16,16,97587,60241,0,0,0,0,0,0,0,16,0,0,0,0,0,1696.7262153327465,0.8,informative
run-spec-36a780df13ed8fe6469f,full_rationale,2026_AIME_I_P12,g-n5-m4-c86f6be403cf7523,4,0,C,C,1,1,0,14,14,83548,52261,0,0,0,0,0,0,0,14,0,0,0,0,0,1473.335317157209,0.8,informative
run-spec-3e9be502d1e5eb476e28,full_rationale,2026_AIME_I_P12,g-n5-m8-098c132ef3277e03,8,0,C,C,1,1,0,13,13,95191,48273,0,0,0,0,0,0,0,13,0,0,0,0,0,1390.9237841181457,0.8,informative
run-spec-2118b8c2bf742fa3aa51,full_rationale,2026_AIME_I_P12,g-n5-m8-8cbea459f4a9f71d,8,0,C,C,1,1,0,14,14,102632,50473,0,0,0,0,0,0,0,14,0,0,0,0,0,1505.4471487291157,0.8,informative
run-spec-959b0a2843db76b575ed,full_rationale,2026_AIME_I_P12,g-n5-m12-aa67d00fd87be761,12,0,U,C,0,1,1,15,15,139373,58286,0,0,0,0,0,1,2,15,0,0,0,0,0,1637.8878807760775,0.8,informative
run-spec-74b55be968a1d7b1247f,full_rationale,2026_AIME_I_P12,g-n5-m12-245b8a7d712cb4a0,12,0,C,C,1,1,0,15,15,147332,51703,0,0,0,0,0,0,0,15,0,0,0,0,0,1457.5032339058816,0.8,informative
run-spec-15803afe1925f5209e34,full_rationale,2026_AIME_I_P13,g-n5-m4-020c02ee23fd10e6,4,0,O,C,0,1,1,14,14,86067,52705,0,0,0,0,0,0,0,14,0,0,0,0,0,1488.2271321862936,0.1,floor
run-spec-6d6a28c2d4c207d87331,full_rationale,2026_AIME_I_P13,g-n5-m4-8ace11eb98f60ea5,4,0,O,C,0,1,1,13,13,88089,55231,0,0,0,0,0,0,0,13,0,0,0,0,0,1532.9350802451372,0.1,floor
run-spec-1bc8bd2d7447ce063554,full_rationale,2026_AIME_I_P13,g-n5-m4-e6b58e28f5d141e8,4,0,O,C,0,1,1,12,12,83196,55673,0,0,0,0,0,0,0,12,0,0,0,0,0,1517.405894704163,0.1,floor
run-spec-15aee3933a374b72cdce,full_rationale,2026_AIME_I_P13,g-n5-m8-d7ed48430d5f1b67,8,0,C,O,1,0,-1,14,14,162212,72571,0,0,0,0,0,1,1,14,0,0,0,0,0,2039.923489101231,0.1,floor
run-spec-8d5f5b7958755bcaba7f,full_rationale,2026_AIME_I_P13,g-n5-m8-7f3a9ce5d54de331,8,0,O,O,0,0,0,13,13,113650,58367,0,0,0,0,0,0,0,13,0,0,0,0,0,1578.3397262431681,0.1,floor
run-spec-f76c399e57cbeb4fb2b3,full_rationale,2026_AIME_I_P13,g-n5-m8-9970b4b974e58087,8,0,C,C,1,1,0,12,12,110729,59310,0,0,0,0,0,0,0,12,0,0,0,0,0,1598.8947315365076,0.1,floor
run-spec-d88fe5aef98d79eebb25,full_rationale,2026_AIME_I_P13,g-n5-m12-e751609d27011f71,12,0,O,O,0,0,0,15,15,179734,58112,0,0,0,0,0,0,0,15,0,0,0,0,0,1566.041417311877,0.1,floor
run-spec-37a9993f82efc133af35,full_rationale,2026_AIME_I_P13,g-n5-m12-b7994e50c3403f63,12,0,O,C,0,1,1,16,16,161341,52457,0,0,0,0,0,0,0,16,0,0,0,0,0,1413.5405031479895,0.1,floor
run-spec-35652bd381a2bc1cfcea,full_rationale,2026_AIME_I_P13,g-n5-m12-c2d302af32c23635,12,0,O,C,0,1,1,15,15,148810,47786,0,0,0,0,0,0,0,15,0,0,0,0,0,1270.8431988805532,0.1,floor
run-spec-ae6398aee5d187ef936a,full_rationale,2026_AIME_I_P13,g-n5-m16-d8343258cfd33056,16,0,O,O,0,0,0,16,16,249921,70319,0,0,0,0,0,0,0,16,0,0,0,0,0,1913.0671997703612,0.1,floor
run-spec-c53cdaa3b74285bc3d4e,full_rationale,2026_AIME_I_P13,g-n5-m4-fc174fd4cac969a2,4,0,O,C,0,1,1,16,16,122132,77309,0,0,0,0,0,0,0,16,0,0,0,0,0,2109.5350634753704,0.1,floor
run-spec-d419a32b7b30d67d6b3f,full_rationale,2026_AIME_I_P13,g-n5-m4-c86f6be403cf7523,4,0,O,C,0,1,1,14,14,100179,58885,0,0,0,0,0,0,0,14,0,0,0,0,0,1683.02825377509,0.1,floor
run-spec-4b85344ee9982e507dbd,full_rationale,2026_AIME_I_P13,g-n5-m8-098c132ef3277e03,8,0,O,O,0,0,0,13,13,116067,56982,0,0,0,0,0,0,0,13,0,0,0,0,0,1636.6114556081593,0.1,floor
run-spec-109171ff62c87da08378,full_rationale,2026_AIME_I_P13,g-n5-m8-8cbea459f4a9f71d,8,0,O,O,0,0,0,14,14,144277,61173,0,0,0,0,0,0,0,14,0,0,0,0,0,1743.341774057597,0.1,floor
run-spec-c87f2fa6ca3672c21105,full_rationale,2026_AIME_I_P13,g-n5-m12-aa67d00fd87be761,12,0,C,O,1,0,-1,15,15,161180,50242,0,0,0,0,0,0,0,15,0,0,0,0,0,1480.103459622711,0.1,floor
run-spec-5d75a0bc50bd15e1c424,full_rationale,2026_AIME_I_P13,g-n5-m12-245b8a7d712cb4a0,12,0,O,O,0,0,0,15,15,167762,54867,0,0,0,0,0,0,0,15,0,0,0,0,0,1527.5665528066456,0.1,floor
run-spec-2161b6f1a4fb24d26627,full_rationale,2026_AIME_I_P14,g-n5-m4-020c02ee23fd10e6,4,0,O,O,0,0,0,14,14,127622,81505,0,0,0,0,0,0,0,14,0,0,0,0,0,2308.275155633688,0.0,floor
run-spec-2090d59909cd47289f8a,full_rationale,2026_AIME_I_P14,g-n5-m4-8ace11eb98f60ea5,4,0,O,O,0,0,0,13,13,119098,82981,0,0,0,0,0,0,1,13,0,0,0,0,0,2360.078993652016,0.0,floor
run-spec-cbe2802ed92ebe5dc7a7,full_rationale,2026_AIME_I_P14,g-n5-m4-e6b58e28f5d141e8,4,0,O,O,0,0,0,12,12,129043,92209,0,0,0,0,0,2,2,12,0,0,0,0,0,2712.0342532023787,0.0,floor
run-spec-e218f2219942e9ef1a05,full_rationale,2026_AIME_I_P14,g-n5-m8-d7ed48430d5f1b67,8,0,O,O,0,0,0,14,14,195873,87195,0,0,0,0,0,1,3,14,0,0,0,0,0,2526.231398910284,0.0,floor
run-spec-7d744a4ca0e9ad5d27a1,full_rationale,2026_AIME_I_P14,g-n5-m8-7f3a9ce5d54de331,8,0,O,O,0,0,0,13,13,144894,77175,0,0,0,0,0,1,1,13,0,0,0,0,0,2164.6061835996807,0.0,floor
run-spec-21f0a7b3249babbce9c8,full_rationale,2026_AIME_I_P14,g-n5-m8-9970b4b974e58087,8,0,O,U,0,0,0,12,12,122932,69207,0,0,0,0,0,0,7,12,0,0,0,0,0,2061.8725599199533,0.0,floor
run-spec-71c32497fa5d5630a765,full_rationale,2026_AIME_I_P14,g-n5-m12-e751609d27011f71,12,0,O,O,0,0,0,15,15,241571,95669,0,0,0,0,0,1,2,15,0,0,0,0,0,2928.9039219915867,0.0,floor
run-spec-cea06f7b23e702099c1f,full_rationale,2026_AIME_I_P14,g-n5-m12-b7994e50c3403f63,12,0,O,O,0,0,0,16,16,287658,101785,0,0,0,0,0,2,2,16,0,0,0,0,0,3106.775758113712,0.0,floor
run-spec-2193db68b731343bdb22,full_rationale,2026_AIME_I_P14,g-n5-m12-c2d302af32c23635,12,0,O,O,0,0,0,15,15,203334,75878,0,0,0,0,0,0,5,15,0,0,0,0,0,2380.3635764308274,0.0,floor
run-spec-7d10c610ebd5438b30cb,full_rationale,2026_AIME_I_P14,g-n5-m16-d8343258cfd33056,16,0,O,O,0,0,0,16,16,268258,76939,0,0,0,0,0,0,0,16,0,0,0,0,0,2491.833799608052,0.0,floor
run-spec-6a103d4de9ad79933a53,full_rationale,2026_AIME_I_P14,g-n5-m4-fc174fd4cac969a2,4,0,O,O,0,0,0,16,16,151182,94781,0,0,0,0,0,0,0,16,0,0,0,0,0,3002.2028154842556,0.0,floor
run-spec-f867adeeb33b15b5cec0,full_rationale,2026_AIME_I_P14,g-n5-m4-c86f6be403cf7523,4,0,O,O,0,0,0,14,14,137399,88479,0,0,0,0,0,1,2,14,0,0,0,0,0,2818.8897036388516,0.0,floor
run-spec-6c8c420edb56a1a47c6e,full_rationale,2026_AIME_I_P14,g-n5-m8-098c132ef3277e03,8,0,O,O,0,0,0,13,13,146540,76556,0,0,0,0,0,0,0,13,0,0,0,0,0,2439.3253360651433,0.0,floor
run-spec-cc0ce807558a3407b66f,full_rationale,2026_AIME_I_P14,g-n5-m8-8cbea459f4a9f71d,8,0,O,O,0,0,0,14,14,161174,75754,0,0,0,0,0,0,0,14,0,0,0,0,0,2410.5270433090627,0.0,floor
